taxonomy_id	FMD_002	FMD_003	FMD_004	FMD_006	FMD_007	FMD_008	FMD_009	FMD_012	FMD_013	FMD_014	FMD_015	FMD_017	FMD_021	FMD_023	FMD_024	FMD_025	FMD_026	FMD_027	FMD_028	FMD_029	FMD_032	FMD_033	FMD_034	FMD_035	FMD_037	FMD_038	FMD_039_040	FMD_043_044	FMD_050	FMD_051	FMD_052	FMD_058	FMD_059	NC1	NC2	NC3	NC4
1644130	22	0	16	33	0	85	261	47	0	0	31	0	0	0	77	70	0	0	0	0	0	0	31	0	0	27	36	0	0	0	0	0	26	0	0	0	0
1938820	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	610	0	0
82995	32	89	32	56	18	34	45	53	0	0	66	0	13	0	27	38	0	0	12	0	0	0	79	26	0	32	88	0	17	0	25	0	12	0	0	0	0
683737	13	68	45	55	22	88	75	83	18	0	26	0	18	0	180	24	0	15	14	0	0	19	50	33	24	51	27	20	35	11	13	14	22	10	0	0	0
2698672	0	49	31	121	28	49	85	72	0	0	42	0	25	0	73	34	0	0	16	0	0	19	71	13	0	33	24	0	21	0	18	18	20	0	0	0	0
1536775	0	42	68	44	161	85	78	60	13	0	34	0	16	0	185	15	0	12	0	0	0	11	38	11	15	55	26	15	27	12	27	17	0	0	0	0	0
213419	0	69	0	93	50	53	63	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945844	1598	15963	3596	11970	1361	8045	17384	9712	669	8531	6505	624	945	87	5616	15551	40	315	153	1132	169	1152	9732	4220	673	1859	2637	1443	4729	18550	816	1514	221	221	103	103	21
2592654	220	1529	216	691	418	791	826	732	70	34	671	39	136	16	423	969	15	29	26	132	42	59	594	179	137	290	474	84	72	79	81	349	84	21	0	0	0
119	19	103	21	65	40	84	74	76	13	0	113	0	18	0	77	59	10	15	0	56	0	31	53	28	0	50	47	12	15	17	15	27	18	15	0	0	0
712270	2127	10996	2879	9008	16952	27840	10024	11947	1137	354	109396	482	30267	189	15032	8216	159	716	221	2419	242	361	12339	2881	2150	26034	3853	212980	2482	901	3097	2192	5745	771	58	119	27
2734201	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1473	0	185	0	46	0	107	56	83	29	0	0	0	0	0	128	66	0	0	0	0	0	0	33	0	0	0	48	0	0	0	0	0	0	0	0	0	0
92942	336	1210	964	1362	360	653	2040	399	79	38	293	0	77	12	3174	579	0	102	54	106	36	74	983	322	355	768	440	216	327	35	139	220	76	33	0	0	0
71433	146	819	193	823	223	1274	584	733	59	39	1229	60	139	0	434	881	0	52	14	53	21	34	369	145	94	269	321	60	100	86	71	186	71	43	0	14	0
332410	67	120	54	73	77	95	157	585	0	0	86	17	15	0	281	278	0	0	13	0	0	0	253	21	13	111	69	42	22	0	19	17	10	269	0	11	0
1386941	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	42	0	24	0	0	0	0
755731	10	67	61	70	26	51	78	47	24	0	25	0	0	0	188	33	0	20	19	12	10	20	40	22	15	48	43	0	28	10	31	12	48	0	0	0	0
2812647	33	67	0	44	12	58	54	29	0	0	30	0	0	0	33	43	0	0	0	0	0	0	38	0	0	22	28	0	30	0	0	0	13	0	0	0	0
476	22	47	27	46	17	35	38	16	12	0	27	17	0	0	71	2991	0	25	0	19	0	0	45	0	17	29	19	0	20	0	10	0	17	0	0	0	0
47857	350	1242	366	1195	425	1502	1220	1309	138	81	1068	29	212	26	1187	1632	14	79	71	90	53	152	725	290	184	460	604	174	170	245	148	1175	108	77	0	34	0
307456	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
927	0	43	11	59	25	28	71	37	0	11	127	0	17	0	46	53	14	0	0	62	0	48	20	13	10	22	11	10	0	16	0	42	15	0	0	0	0
2058657	173	1091	169	512	748	696	735	843	111	14	611	26	109	17	370	1034	0	18	23	66	0	0	502	92	91	239	431	94	48	126	58	469	122	27	0	46	0
1767	1201	4978	2284	6413	3345	25786	4444	39516	648	145	13650	299	1986	125	3494	33094	187	100	423	736	258	698	3499	1549	753	1293	2919	556	691	1373	522	3578	644	105	64	0	0
1686	168	359	111	157	49	277	259	124	79	0	84	17	49	0	306	127	0	28	13	56	21	0	163	35	29	72	87	47	74	16	23	46	21	431	174	249	201
173480	64	347	103	272	103	241	299	250	31	0	147	0	65	0	275	181	0	49	16	25	0	17	217	83	65	154	75	34	40	42	63	59	45	63	0	0	0
2763498	110	400	104	447	74	409	795	271	27	13	644	20	56	0	216	304	0	13	14	27	0	16	210	157	106	109	121	33	46	40	37	90	43	27	0	0	23
1844971	40	327	81	214	104	367	206	286	18	0	220	12	41	0	164	317	0	50	16	22	0	15	148	49	24	72	141	34	47	32	31	75	26	17	0	40	0
1593482	314	6719	568	2026	370	1780	1317	20763	121	55	731	94	212	47	775	1032	20	73	52	60	37	179	3291	309	283	621	682	1342	275	411	96	549	99	53	0	31	0
155863	0	0	24	14	0	11	15	0	0	0	0	0	0	0	0	11	0	0	44	0	0	26	0	33	0	14	26	0	15	0	42	0	30	0	0	0	0
2054	4768	9341	3576	111956	7431	39848	22436	48420	3328	539	4503	1235	4935	73	5859	7132	5252	427	503	1881	1801	375	24077	4086	12811	20290	16922	8572	829	912	3191	2559	8638	331	0	27	0
745310	1211	6173	1648	6000	2806	5882	5308	2781	537	90	5809	369	1052	205	3063	6451	52	480	179	304	694	283	2697	816	776	1633	2382	493	789	586	552	670	369	138	29	66	15
2815309	15	78	23	93	19	68	75	56	0	0	70	0	13	0	46	48	0	0	0	0	0	0	47	17	0	27	23	0	11	0	17	15	10	0	0	0	0
1285901	956	4380	532	2692	659	1829	2534	1410	132	56	2925	100	488	21	1587	3356	14	100	56	167	85	65	1803	676	509	763	1211	397	166	263	127	757	306	54	0	19	0
1698709	0	17	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2761535	879	5670	1114	9462	2936	6371	4148	20830	269	105	4215	300	2596	78	2801	18131	84	175	129	312	157	4237	3198	721	1442	1426	2935	461	328	773	395	6555	516	263	22	73	22
2814294	12	36	27	17	0	35	58	30	12	0	69	0	32	0	18	16	0	19	0	0	0	0	40	12	15	22	10	0	24	19	12	16	13	20	0	0	0
1702221	0	37	15	23	11	29	27	33	10	0	31	0	0	0	23	36	0	0	0	0	0	0	21	10	0	19	24	0	15	13	0	0	10	128	34	12	0
101571	176	971	311	1043	357	1146	834	955	243	0	971	59	223	84	575	1040	0	100	35	66	225	46	564	141	260	460	394	133	205	133	136	279	145	52	0	19	0
985762	25	191	88	109	47	91	190	65	14	0	62	12	16	0	112	96	0	16	13	26	0	12	130	26	73	82	39	20	68	13	21	33	30	72	11	0	0
2683967	0	18	18	18	0	0	14	0	0	0	15	0	0	0	12	14	0	14	0	0	0	18	18	27	0	47	20	0	17	0	24	0	18	0	0	0	0
38313	34	51	41	62	51	84	84	46	15	0	171	0	23	0	86	131	0	0	0	14	23	0	64	51	15	46	51	12	29	14	30	36	22	33	0	0	0
2812759	0	0	0	143	0	25	0	0	0	0	0	0	0	0	50	23	0	0	0	0	0	0	22	0	0	0	23	0	0	0	0	0	0	137	0	0	0
54254	0	0	0	0	0	10	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
2490635	0	30	0	0	0	20	27	0	0	0	28	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1592728	0	186	0	0	0	178	174	222	0	0	0	0	0	0	348	95	68	0	0	0	0	0	264	0	0	0	21	0	0	0	0	74	0	49	0	0	0
944	0	16	18	25	16	14	30	27	0	0	10	0	0	0	30	15	0	13	0	0	10	47	44	24	0	42	14	0	23	0	24	0	23	0	0	0	0
1712261	98	424	96	465	153	571	344	335	28	10	627	20	110	0	266	342	26	58	25	37	18	23	170	69	64	163	169	52	64	51	63	125	55	105	0	0	0
347	98	4878	280	695	277	781	1717	377	65	27	6084	39	160	51	209	1826	0	85	37	92	429	42	355	120	95	175	268	82	143	78	1009	184	114	11	0	0	0
2585772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3991	0	0	0
1817405	75	149	17754	115	46	270	165	169	48	15	92	155	27	0	221	70	0	0	14	64	0	0	212	36	22	72	127	20	15176	0	12	13	19	51	42	129	20
1413	34	45	79	46	19	59	84	60	0	0	51	0	10	0	115	51	0	0	10	19	23	28	62	29	19	64	42	0	49	11	25	16	32	36	0	0	0
1612552	0	377	0	416	255	541	414	402	0	0	264	0	105	0	351	384	0	0	0	0	0	0	360	103	0	0	309	0	0	0	0	693	0	0	0	0	0
2751	41	123	93	141	129	133	173	155	16	11	92	0	34	0	117	112	0	20	32	11	16	30	369	134	35	105	187	16	105	0	33	22	107	22	0	0	0
36805	3593	89396	6036	46258	15634	62187	60810	134156	1617	300	56932	1730	1439	93	11981	8016	564	1469	267	4658	1636	3540	13947	3148	4280	5890	13173	2923	1396	6756	716	24983	4819	488	50	134	16
2502779	773	4584	1197	4667	713	2635	4010	1425	500	73	574	18	265	10	3191	818	14	95	94	59	19	57	1996	415	227	906	775	308	310	90	178	404	118	28	0	0	0
338473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2213226	0	22	27	21	0	24	26	26	0	0	19	0	0	0	23	20	0	21	0	0	0	21	18	19	0	53	13	0	22	0	23	0	14	0	0	0	0
1028414	0	0	0	11	0	0	15	22	0	0	0	0	0	0	0	12	0	0	0	0	0	0	37	0	0	0	15	0	0	0	0	0	0	0	0	0	0
116090	17	54	45	45	19	45	67	133	0	0	32	0	0	0	99	32	0	31	15	0	0	49	53	20	15	75	24	0	46	0	18	21	39	0	0	0	0
2686358	21	28	41	24	14	32	33	34	0	0	41	0	0	0	54	36	0	0	0	0	0	0	29	21	12	21	19	0	22	12	0	10	25	0	0	0	0
2662295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56455	75	576	225	706	159	988	491	487	59	15	1388	24	112	19	195	520	0	0	14	50	32	34	343	91	71	154	156	33	105	44	52	119	86	0	0	0	0
1278232	17	53	52	60	30	42	80	38	0	0	34	0	24	0	135	35	0	17	13	0	20	13	72	14	12	61	22	14	39	0	20	18	16	0	0	0	0
626937	15	81	20	56	35	60	81	52	10	0	41	0	16	0	50	51	0	11	0	0	0	15	208	28	13	20	162	0	10	0	16	15	0	2837	242	35	0
136073	34	250	199	307	55	144	439	91	0	0	79	0	25	0	246	125	0	0	0	0	0	25	254	65	92	153	131	47	65	0	64	66	46	0	0	0	0
45610	52	161	71	208	37	110	228	90	15	14	176	17	14	0	251	249	0	13	0	23	0	20	309	44	41	59	35	20	44	16	18	19	35	36	0	0	0
1535768	170	711	167	631	234	749	620	740	52	19	675	37	116	10	399	752	0	85	32	67	39	78	399	245	98	197	325	81	92	128	86	768	107	36	0	0	0
251701	74	182	67	157	105	233	153	249	72	0	840	0	64	0	176	166	0	0	0	0	0	0	332	0	0	122	97	0	38	33	0	0	125	0	0	38	0
1932360	108	162	59	108	48	186	143	202	22	0	115	19	56	26	601	175	84	10	0	88	22	21	314	38	22	61	114	17	31	51	34	47	26	15	0	0	0
2213057	23	221	85	237	158	177	393	116	23	104	728	0	42	0	504	97	0	0	0	70	0	0	225	43	62	106	71	38	73	92	50	49	29	113	16	36	0
253245	14	87	10	37	26	24	47	32	0	0	22	0	0	0	45	37	0	25	0	0	0	12	38	15	0	25	19	0	10	0	0	18	0	13	0	0	0
142864	231	840	615	1032	247	498	1416	352	78	30	310	0	90	17	1044	409	0	95	23	97	16	47	788	336	341	904	359	181	241	44	173	223	128	0	0	0	0
363952	378	1260	682	986	1471	5952	908	1091	70	36	746	61	374	44	677	1083	53	61	171	249	0	77	1475	291	175	379	804	624	985	94	151	451	82	32	23	32	15
2734284	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1945512	39	317	264	148	343	399	1748	493	0	0	411	0	33	0	125	139	0	0	12	126	43	13	316	67	16	333	283	66	104	118	49	267	13	0	0	0	0
873191	138	86	46	103	58	87	114	66	24	0	29	0	95	0	206	118	0	17	39	26	0	41	86	62	18	159	49	20	37	12	70	22	69	0	0	0	0
267128	620	2680	1090	2147	1155	5212	2395	1636	210	47	7730	163	684	0	1847	3336	0	206	120	165	158	133	1507	423	619	700	1373	264	568	261	263	307	176	163	0	20	0
658062	38	185	55	131	65	156	149	205	14	0	101	0	25	0	155	79	0	0	16	29	12	0	126	20	32	115	74	25	22	20	28	49	13	0	0	0	0
2729175	379	1577	294	1074	490	1101	1377	951	82	44	1191	43	284	12	690	1796	0	64	15	129	90	97	859	352	263	445	780	153	103	168	118	930	117	50	0	26	0
2654218	29	227	43	145	81	163	158	165	14	0	218	0	31	12	122	128	0	18	0	10	0	12	91	13	24	55	62	17	23	13	35	38	20	49	0	0	0
2183582	0	27	0	21	29	20	50	17	0	0	84	0	14	0	29	30	0	0	0	11	0	0	18	0	0	19	16	10	0	13	11	17	0	99	0	0	0
2665646	0	32	11	26	14	15	37	22	0	0	53	0	19	22	45	20	0	12	0	0	20	0	13	11	11	0	28	0	21	11	17	22	15	13	0	0	0
2010829	199	925	190	991	224	989	693	625	89	37	1487	64	156	0	396	691	0	50	46	66	63	106	466	215	266	330	318	72	104	105	128	164	113	12	0	15	0
2246	40	104	61	95	0	124	94	106	0	0	80	0	0	0	366	114	47	16	0	69	0	0	171	31	45	39	94	0	41	38	20	0	0	0	0	0	0
290400	101	544	279	674	91	1350	648	312	36	32	725	21	205	0	321	944	0	80	21	81	14	47	271	105	57	366	252	36	146	194	76	104	47	47	0	0	0
1078471	5913	33257	2267	7381	6927	8736	17556	5365	1290	562	10238	418	12168	135	7158	22687	431	423	286	544	414	145	11188	5828	721	2478	6867	1768	755	3824	597	2032	437	305	0	713	13
1125847	70	501	219	702	129	863	394	476	55	31	835	0	241	60	259	782	0	41	0	68	0	0	209	166	101	269	161	45	134	111	91	145	105	18	0	24	0
1703250	0	93	0	0	100	0	0	0	0	0	103	0	0	0	0	198	0	0	0	0	0	0	50	0	65	0	0	0	0	0	0	0	0	0	0	0	0
1891186	14	21	10	27	0	30	102	16	11	0	53	0	103	15	68	30	0	16	0	0	94	0	72	30	0	18	82	0	52	0	14	28	24	0	0	0	0
2561898	0	0	24	12	0	0	21	18	0	0	0	0	0	0	14	0	0	0	0	0	0	0	13	0	0	11	0	0	0	0	0	0	0	0	0	0	0
79880	64	486	112	680	47	291	230	138	30	25	300	0	37	0	991	281	0	29	30	39	14	29	1323	49	64	82	93	58	100	14	48	27	34	11	0	0	0
1889	271	836	246	769	334	964	775	829	70	123	700	66	191	66	487	876	17	49	86	97	76	99	472	293	161	264	424	101	141	167	111	859	117	39	0	47	0
453816	14	77	27	62	38	69	38	34	0	0	560	13	16	10	33	49	0	49	20	0	52	0	30	39	12	11	16	12	45	0	25	36	17	0	0	0	0
1761789	0	0	0	73	0	172	83	106	0	0	172	0	0	0	0	123	0	26	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0
563169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0
39687	995	3310	1046	3702	5678	19396	6522	16442	373	189	14660	361	1113	124	3639	10287	80	100	320	1331	145	787	2062	615	604	870	2831	351	316	711	514	3444	475	0	0	57	0
1294262	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259537	54	317	92	249	107	350	222	278	25	0	298	0	32	0	170	242	0	16	0	33	18	10	182	43	37	130	89	48	37	33	68	77	50	76	0	15	0
827	27	582	503	728	505	1109	188	151	21	0	2125	48	167	31	199	48	0	118	58	236	18	54	887	97	267	1903	105	81	527	35	78	116	117	0	0	0	0
185008	11	77	25	58	16	57	122	10	0	0	19	0	24	0	64	38	0	12	0	0	40	0	57	12	0	19	27	0	12	0	0	40	11	43	17	20	0
2734197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898684	33	196	154	167	299	176	237	110	16	20	13100	0	42	0	188	88	0	0	41	73	19	0	214	51	22	2097	72	85	40	65	56	85	0	0	0	15	0
795665	239	1877	406	1699	635	2568	1447	1919	116	68	1613	92	263	0	976	1935	25	79	54	100	29	83	974	396	248	440	657	193	166	231	160	439	150	55	11	15	0
238834	19	95	97	107	41	116	117	75	39	0	50	0	14	17	273	53	0	23	22	14	27	42	102	35	16	91	40	21	56	26	40	31	38	0	0	0	0
418008	0	16	18	12	11	15	19	30	0	0	12	0	18	0	14	0	0	19	0	0	34	31	23	31	0	34	23	0	18	0	19	26	0	0	0	0	0
216938	0	31	16	0	0	15	24	24	0	0	16	0	0	0	23	16	0	13	15	0	24	15	22	18	0	18	18	0	0	0	15	0	18	0	0	0	0
1646498	170	602	312	360	622	637	1053	5226	47	55	524	33	89	18	848	526	0	31	54	205	26	20	2712	117	70	281	368	88	189	234	75	153	56	56	0	59	0
2609807	0	1101	0	0	0	0	0	954	0	0	0	0	0	0	0	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2761123	0	15	15	18	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	38	0	30	0	0	0	13	0	0	0	0	19	10	24	0	0	0	0
1901	213	817	209	754	262	943	785	731	48	30	706	42	165	16	513	942	0	50	48	68	120	70	506	267	174	337	374	98	115	137	124	860	82	28	0	0	0
2065379	1857	5991	3018	10840	908	23006	10507	3839	415	554	9092	483	2221	80	4627	17848	74	354	396	1308	147	178	3001	1866	721	6305	4129	333	2424	2467	870	1168	397	198	42	49	10
2259340	1971	7898	2814	10787	674	17960	8485	3131	465	451	6034	439	2351	91	2693	19295	75	271	181	488	233	145	2651	1793	699	5633	3746	301	2242	1879	743	855	306	112	28	10	10
29581	79	444	108	290	94	441	310	371	0	40	286	24	143	0	262	274	0	121	0	53	0	34	618	56	73	130	188	46	107	89	64	87	76	26	0	0	0
75385	3213	54078	873	8643	1923	3244	14124	2626	437	230	4731	2033	1483	65	2291	46838	41	319	124	244	161	138	3330	1263	2019	1836	2769	671	308	766	738	1496	692	414	0	0	0
1682113	932	2485	1085	2551	3390	9698	4887	30363	193	190	2949	584	1349	64	1689	8745	159	118	659	771	173	292	1319	346	390	606	1630	218	339	688	619	1296	425	161	0	19	30
1447062	133	719	270	855	260	931	736	604	64	30	1040	19	141	20	469	731	14	79	31	68	32	31	397	153	105	286	351	48	110	69	89	179	77	29	0	0	0
1633785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	1077	0	168	0	300	0	0	0	0	0	0	0	0	0	0	0
114090	0	32	18	21	0	16	25	35	0	0	18	0	0	0	30	11	0	0	0	0	0	0	28	0	0	13	0	0	0	0	0	0	0	16	0	0	0
79329	65	257	85	206	108	133	272	136	26	11	145	0	36	0	147	154	0	41	32	67	24	48	182	79	78	100	95	35	90	43	57	52	93	19	0	0	0
37487	85	362	159	386	102	386	342	305	91	0	478	28	62	31	222	319	0	43	26	47	83	20	281	82	86	158	140	51	86	69	62	207	51	19	0	11	0
265522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
171282	0	0	0	11	0	12	16	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	14	0	0	14	0	0	10	0	0	0	0	0	0	0	0
65741	117	644	313	607	296	830	520	536	55	11	1696	30	111	0	316	487	0	28	43	121	27	41	610	159	81	313	242	65	171	92	89	199	106	16	0	0	0
1844051	61	64	0	54	54	68	72	78	0	0	167	0	0	0	29	47	0	0	0	0	0	0	58	0	0	32	0	0	28	0	0	0	0	0	0	0	0
2102	0	29	59	24	0	85	41	46	40	0	0	0	25	0	51	33	0	224	31	0	94	191	36	46	25	262	58	0	102	0	52	54	66	0	0	0	0
1537274	105	422	115	288	107	399	237	1315	36	0	304	53	72	0	247	283	0	35	45	50	0	68	522	69	0	66	175	87	79	96	33	74	29	34	0	74	0
2654248	147	900	215	881	269	1357	635	716	136	31	1617	77	166	44	423	887	19	25	34	73	151	32	332	153	110	301	301	63	91	74	91	208	59	47	0	0	0
2763317	399	2277	982	4008	717	4252	2387	2222	245	78	7914	182	490	38	1091	3761	14	75	63	288	142	126	1851	353	337	731	884	174	293	205	348	615	171	99	30	67	32
2219057	35	142	50	140	69	112	90	278	11	0	198	0	33	0	257	89	0	0	0	0	0	0	240	20	14	59	62	0	35	27	0	16	30	21	0	0	0
37329	473	2197	368	2891	1044	2345	1963	2557	156	44	1946	574	515	58	1058	2576	34	383	82	177	171	233	1133	481	484	843	1106	270	196	315	183	2580	351	242	0	15	0
68892	0	139	0	0	28	71	359	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	33	0	0	0	0
877455	0	17	10	19	0	14	18	27	0	0	14	0	0	0	25	13	0	15	0	0	0	30	26	11	0	26	0	0	13	0	0	0	14	0	0	0	0
43661	0	28	30	12	10	17	27	21	0	0	29	0	11	0	24	0	0	0	0	0	0	0	24	13	0	20	12	0	10	10	0	11	0	0	0	0	0
136241	0	0	0	0	11	0	0	18	0	0	0	0	0	0	0	0	0	15	0	0	0	30	0	0	23	36	117	0	0	0	0	22	0	0	0	0	0
1635327	10	12	26	16	12	22	37	40	0	0	23	0	0	0	17	24	0	0	0	0	0	12	0	0	0	28	17	0	22	30	14	0	11	0	0	0	0
2041344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2338327	1545	2612	793	1920	497	3525	3501	1106	185	51	3644	111	597	17	1821	3615	18	125	83	127	239	43	1591	553	643	491	2464	179	273	536	159	300	71	255	0	61	11
1871716	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1653480	295	1391	406	1351	691	1434	1265	2314	144	28	1228	66	318	24	888	2099	29	58	50	125	61	299	1131	248	253	408	793	153	236	301	142	6478	160	49	0	24	0
1592106	40	140	64	138	76	149	116	146	32	0	99	0	40	34	101	78	0	71	13	19	27	12	103	44	39	103	48	38	67	35	33	76	39	0	0	0	0
2161821	46	98	77	256	72	382	676	109	81	0	120	15	214	32	436	51	0	122	0	93	114	11	185	49	61	39	73	14	47	39	20	31	32	458	108	22	24
2699430	16	79	24	120	37	92	66	79	0	0	116	0	11	0	51	64	0	0	20	15	12	0	59	17	0	22	44	17	16	14	16	16	22	0	0	0	0
362398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
285570	228	622	212	681	246	666	670	669	42	19	553	23	185	19	476	780	0	43	22	66	15	85	464	260	156	257	333	88	112	130	104	777	114	36	0	32	0
1076550	245	1179	386	450	326	743	365	970	76	19	344	0	219	0	4293	140	50	26	87	29	0	0	7544	208	41	214	392	52	211	101	129	163	60	253	0	0	0
103733	558	2221	633	2328	1059	2339	1987	3745	172	100	1855	116	506	79	1385	3333	28	108	101	219	175	526	1733	399	424	721	1147	294	307	410	239	10818	231	78	10	40	0
379064	35	121	116	117	40	80	192	95	17	0	63	0	12	0	194	84	0	24	24	24	0	33	145	67	28	114	61	17	62	21	50	32	72	0	0	0	0
83771	22	44	22	26	13	35	39	34	0	0	23	0	24	15	32	56	0	68	0	0	28	0	27	11	0	36	15	10	18	23	13	23	37	11	0	0	0
2599640	493	29130	887	4639	3014	7412	3150	5086	152	366	9963	340	988	128	1573	3356	86	187	137	377	176	142	1893	457	456	1114	1110	296	273	299	537	405	300	151	0	22	14
2067572	0	52	0	89	467	59	47	52	0	0	135	0	0	0	91	42	0	0	0	0	0	0	50	0	0	0	38	0	100	0	0	41	0	0	50	0	0
452627	13	33	42	33	0	24	44	28	0	0	36	0	17	0	28	29	0	0	0	0	0	12	23	19	10	15	0	0	0	0	0	10	0	0	0	0	0
1410606	0	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	11	10	0	0	0	0	0	0	17	0	0	0
84377	0	37	37	16	16	20	56	56	12	0	27	0	38	10	42	22	0	38	0	0	19	48	33	28	15	92	39	0	40	14	22	32	28	0	0	0	0
279058	89	415	87	339	129	427	313	357	35	21	256	12	68	43	268	290	0	26	34	36	72	23	377	92	56	102	109	49	40	40	52	114	48	0	0	0	0
199441	22	137	50	95	39	120	145	88	19	11	61	0	28	0	204	53	0	13	14	13	0	19	58	35	37	73	48	21	44	44	18	25	22	0	0	0	0
2740515	0	51	10	30	0	21	25	27	0	0	15	0	0	12	31	37	0	10	0	0	13	0	24	21	0	28	15	0	0	0	0	0	0	0	0	0	0
1993872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	261	0	0
243899	0	24	174	14	15	15	19	16	0	0	10	0	0	0	34	27	0	12	14	16	0	11	21	13	0	60	13	0	12	0	15	11	20	0	0	0	0
1182571	1206	4893	888	2742	633	1849	3230	1654	152	52	1275	146	811	33	2231	2728	10	144	40	104	153	103	2564	839	1202	800	2256	545	322	123	291	304	301	67	0	0	0
1590	621	3132	912	5281	1040	1630	3247	1024	316	189	4349	0	308	0	2620	3147	0	139	145	210	100	107	1661	298	307	2586	902	435	295	137	316	1035	175	1985	239	264	51
48	240	1745	404	1128	455	996	984	1004	328	14	831	25	175	47	2309	615	0	56	193	198	36	81	768	1338	142	732	1456	174	172	118	1188	481	483	48	0	0	0
2743909	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43306	409	1229	295	834	439	487	265	640	34	17	727	0	90	24	190	285	11	42	57	194	20	27	600	128	37	182	140	95	197	78	109	195	86	0	0	26	0
33050	1012	4718	1315	5456	4915	9313	3370	3149	308	189	16202	215	1023	84	3033	7805	46	420	256	284	298	292	2731	554	696	1031	1866	388	671	661	577	502	298	114	58	0	0
2208	40	91	64	68	35	45	103	91	46	0	26	0	21	0	92	43	0	44	33	17	103	48	92	52	35	74	49	19	61	23	60	70	70	0	0	0	0
671990	0	67	24	41	23	44	50	25	0	0	44	0	0	0	0	18	0	0	0	0	0	0	35	24	0	29	28	0	0	15	24	0	0	15	0	0	0
1771	480	2009	638	2717	1566	5658	2588	5455	159	57	3442	197	594	16	1239	6208	34	73	145	350	129	303	1148	388	352	489	1108	217	223	340	221	1725	287	70	0	15	0
40545	17	514	17	51	77	86	65	93	29	13	21	0	25	0	107	41	10	0	19	36	0	29	118	14	130	23	46	25	0	36	13	37	18	566	469	701	673
2011159	152	523	127	416	199	657	547	276	25	0	970	21	122	40	274	628	0	30	21	30	102	11	270	167	121	144	358	33	54	228	44	78	33	49	0	0	0
